Identification,Lake identification,Year,Species code,Species,Percent abundance
1364,OCF19R,2013,GomPar,Gomphonema parvulum,4.39
1365,OCF19R,2013,GomTru,Gomphonema truncatum,1.57
1366,OCF19R,2013,GomSp1,Gomphonema species 1,6.58
1367,OCF19R,2013,GyrAcu,Gyrosigma acuminatum,0
1368,OCF19R,2013,NavCrc,Navicula cryptocephala,0
1369,OCF19R,2013,NavCrn,Navicula cryptotenella,2.82
1370,OCF19R,2013,NavPup,Navicula pupula,0
1371,OCF19R,2013,NavPyg,Navicula pygmaea,0
1372,OCF19R,2013,NavRad,Navicula radiosa,0.63
1373,OCF19R,2013,NavSub,Navicula subtilissima,4.08
1374,OCF19R,2013,NavTri,Navicula trivialis,0.31
1375,OCF19R,2013,NitAmp,Nitzschia amphibia,0
1376,OCF19R,2013,NitPal,Nitzschia palea,5.64
1377,OCF19R,2013,NitPer,Nitzschia perminuta,0
1378,OCF19R,2013,PsaCon,Psammodictyon constrictum,0
1379,OCF19R,2013,RhoGib,Rhopalodia gibba,0.63
1380,OCF19R,2013,TabFlo,Tabellaria flocculosa,0
1459,OCF19,2014,AchMin,Achnanthes minutissima,72.86
1460,OCF19,2014,AchLan,Achnanthes lanceolata,0
1461,OCF19,2014,AchSp1,Achnanthes species 1,0
1462,OCF19,2014,AmpPed,Amphora pediculus,0
1463,OCF19,2014,AmpPel,Amphipleura pellucida,0
1464,OCF19,2014,BraMic,Brachysira microcephala,0
1465,OCF19,2014,CalBac,Caloneis bacillum,0.29
1466,OCF19,2014,CocPla,Cocconeis placentula,1.18
1467,OCF19,2014,CymCis,Cymbella cistula,0
1468,OCF19,2014,CymGra,Cymbella gracilis,0
1469,OCF19,2014,CymSil,Cymbella silesiaca,0.59
1470,OCF19,2014,CymMic,Cymbella microcephala,1.18
1471,OCF19,2014,DiaTen,Diatoma tenius,0
1472,OCF19,2014,EpiAdn,Epithemia adnata,1.18
1473,OCF19,2014,EunBil,Eunotia bilunaris,0
1474,OCF19,2014,EunInc,Eunotia incisa,0
1475,OCF19,2014,FraBre,Fragilaria brevistriata,0
1476,OCF19,2014,FraCap,Fragilaria capucina,1.47
1477,OCF19,2014,FraPin,Fragilaria pinnata,0
1478,OCF19,2014,FraTen,Fragilaria tenera,0
1479,OCF19,2014,GomAcu,Gomphonema acuminatum,0
1480,OCF19,2014,GomCap,Gomphonema capitatum,0
1481,OCF19,2014,GomGra,Gomphonema gracile,0
1482,OCF19,2014,GomPar,Gomphonema parvulum,3.83
1483,OCF19,2014,GomTru,Gomphonema truncatum,0
1484,OCF19,2014,GomSp1,Gomphonema species 1,3.54
1485,OCF19,2014,GyrAcu,Gyrosigma acuminatum,0
1486,OCF19,2014,NavCrc,Navicula cryptocephala,0.29
1487,OCF19,2014,NavCrn,Navicula cryptotenella,3.83
1488,OCF19,2014,NavPup,Navicula pupula,0
1489,OCF19,2014,NavPyg,Navicula pygmaea,0
1490,OCF19,2014,NavRad,Navicula radiosa,1.18
1491,OCF19,2014,NavSub,Navicula subtilissima,5.31
1492,OCF19,2014,NitAmp,Nitzschia amphibia,0
1493,OCF19,2014,NitPal,Nitzschia palea,2.95
1494,OCF19,2014,NitPer,Nitzschia perminuta,0
1495,OCF19,2014,RhoGib,Rhopalodia gibba,0.29
1496,OCF19,2014,TabFlo,Tabellaria flocculosa,0
1497,OCF19,2014,StaAnc,Stauroneis anceps,0
1693,OCF38,2014,AchMin,Achnanthes minutissima,3.97
1694,OCF38,2014,AchLan,Achnanthes lanceolata,0
1695,OCF38,2014,AchSp1,Achnanthes species 1,0
1696,OCF38,2014,AmpPed,Amphora pediculus,0
1697,OCF38,2014,AmpPel,Amphipleura pellucida,0.99
1698,OCF38,2014,BraMic,Brachysira microcephala,0
1699,OCF38,2014,CalBac,Caloneis bacillum,0
1700,OCF38,2014,CocPla,Cocconeis placentula,0.33
1701,OCF38,2014,CymCis,Cymbella cistula,0
1702,OCF38,2014,CymGra,Cymbella gracilis,0
1703,OCF38,2014,CymSil,Cymbella silesiaca,1.66
1704,OCF38,2014,CymMic,Cymbella microcephala,0
1705,OCF38,2014,DiaTen,Diatoma tenius,1.66
1706,OCF38,2014,EpiAdn,Epithemia adnata,0
1707,OCF38,2014,EunBil,Eunotia bilunaris,0
1708,OCF38,2014,EunInc,Eunotia incisa,1.32
1709,OCF38,2014,FraBre,Fragilaria brevistriata,0
1710,OCF38,2014,FraCap,Fragilaria capucina,11.59
1711,OCF38,2014,FraPin,Fragilaria pinnata,0
1712,OCF38,2014,FraTen,Fragilaria tenera,0.99
1713,OCF38,2014,GomAcu,Gomphonema acuminatum,0
1714,OCF38,2014,GomCap,Gomphonema capitatum,6.95
1715,OCF38,2014,GomGra,Gomphonema gracile,0
1716,OCF38,2014,GomPar,Gomphonema parvulum,30.13
1717,OCF38,2014,GomTru,Gomphonema truncatum,0
1718,OCF38,2014,GomSp1,Gomphonema species 1,31.13
1719,OCF38,2014,GyrAcu,Gyrosigma acuminatum,0.33
1720,OCF38,2014,NavCrc,Navicula cryptocephala,6.62
1721,OCF38,2014,NavCrn,Navicula cryptotenella,0.66
1722,OCF38,2014,NavPup,Navicula pupula,0
1723,OCF38,2014,NavPyg,Navicula pygmaea,0.99
1724,OCF38,2014,NavRad,Navicula radiosa,0
1725,OCF38,2014,NavSub,Navicula subtilissima,0
1726,OCF38,2014,NitAmp,Nitzschia amphibia,0
1727,OCF38,2014,NitPal,Nitzschia palea,0.66
1728,OCF38,2014,NitPer,Nitzschia perminuta,0
1729,OCF38,2014,RhoGib,Rhopalodia gibba,0
1730,OCF38,2014,TabFlo,Tabellaria flocculosa,0
1731,OCF38,2014,StaAnc,Stauroneis anceps,0
1732,OCF46,2014,AchMin,Achnanthes minutissima,54.93
1733,OCF46,2014,AchLan,Achnanthes lanceolata,0
1734,OCF46,2014,AchSp1,Achnanthes species 1,0
1735,OCF46,2014,AmpPed,Amphora pediculus,0
1736,OCF46,2014,AmpPel,Amphipleura pellucida,0
1737,OCF46,2014,BraMic,Brachysira microcephala,0
1738,OCF46,2014,CalBac,Caloneis bacillum,0
1739,OCF46,2014,CocPla,Cocconeis placentula,1.79
1740,OCF46,2014,CymCis,Cymbella cistula,0
1741,OCF46,2014,CymGra,Cymbella gracilis,0
1742,OCF46,2014,CymSil,Cymbella silesiaca,2.69
1743,OCF46,2014,CymMic,Cymbella microcephala,0
1744,OCF46,2014,DiaTen,Diatoma tenius,1.19
1745,OCF46,2014,EpiAdn,Epithemia adnata,0.3
1746,OCF46,2014,EunBil,Eunotia bilunaris,0
1747,OCF46,2014,EunInc,Eunotia incisa,0
1748,OCF46,2014,FraBre,Fragilaria brevistriata,0.9
1749,OCF46,2014,FraCap,Fragilaria capucina,7.16
1750,OCF46,2014,FraPin,Fragilaria pinnata,0
1751,OCF46,2014,FraTen,Fragilaria tenera,0
1752,OCF46,2014,GomAcu,Gomphonema acuminatum,1.19
1753,OCF46,2014,GomCap,Gomphonema capitatum,0.9
1754,OCF46,2014,GomGra,Gomphonema gracile,1.79
1755,OCF46,2014,GomPar,Gomphonema parvulum,7.46
1756,OCF46,2014,GomTru,Gomphonema truncatum,0
1757,OCF46,2014,GomSp1,Gomphonema species 1,5.37
1758,OCF46,2014,GyrAcu,Gyrosigma acuminatum,0
1759,OCF46,2014,NavCrc,Navicula cryptocephala,1.19
1760,OCF46,2014,NavCrn,Navicula cryptotenella,0
1761,OCF46,2014,NavPup,Navicula pupula,0.6
1762,OCF46,2014,NavPyg,Navicula pygmaea,0
1763,OCF46,2014,NavRad,Navicula radiosa,0
1764,OCF46,2014,NavSub,Navicula subtilissima,0
1765,OCF46,2014,NitAmp,Nitzschia amphibia,2.99
1766,OCF46,2014,NitPal,Nitzschia palea,9.55
1767,OCF46,2014,NitPer,Nitzschia perminuta,0
1768,OCF46,2014,RhoGib,Rhopalodia gibba,0
1769,OCF46,2014,TabFlo,Tabellaria flocculosa,0
1770,OCF46,2014,StaAnc,Stauroneis anceps,0
1771,OCF48,2014,AchMin,Achnanthes minutissima,24.34
1772,OCF48,2014,AchLan,Achnanthes lanceolata,0.33
1773,OCF48,2014,AchSp1,Achnanthes species 1,0
1774,OCF48,2014,AmpPed,Amphora pediculus,2.63
1775,OCF48,2014,AmpPel,Amphipleura pellucida,0
1776,OCF48,2014,BraMic,Brachysira microcephala,0
1777,OCF48,2014,CalBac,Caloneis bacillum,0
1778,OCF48,2014,CocPla,Cocconeis placentula,6.58
1779,OCF48,2014,CymCis,Cymbella cistula,0.33
1780,OCF48,2014,CymGra,Cymbella gracilis,0
1781,OCF48,2014,CymSil,Cymbella silesiaca,0
1782,OCF48,2014,CymMic,Cymbella microcephala,3.95
1783,OCF48,2014,DiaTen,Diatoma tenius,0
1784,OCF48,2014,EpiAdn,Epithemia adnata,0
1785,OCF48,2014,EunBil,Eunotia bilunaris,0
1786,OCF48,2014,EunInc,Eunotia incisa,0
1787,OCF48,2014,FraBre,Fragilaria brevistriata,0.99
1788,OCF48,2014,FraCap,Fragilaria capucina,1.64
1789,OCF48,2014,FraPin,Fragilaria pinnata,21.05
1790,OCF48,2014,FraTen,Fragilaria tenera,0
1791,OCF48,2014,GomAcu,Gomphonema acuminatum,0
1792,OCF48,2014,GomCap,Gomphonema capitatum,0
1793,OCF48,2014,GomGra,Gomphonema gracile,0
1794,OCF48,2014,GomPar,Gomphonema parvulum,0
1795,OCF48,2014,GomTru,Gomphonema truncatum,0
1796,OCF48,2014,GomSp1,Gomphonema species 1,23.68
1797,OCF48,2014,GyrAcu,Gyrosigma acuminatum,0
1798,OCF48,2014,NavCrc,Navicula cryptocephala,1.97
1799,OCF48,2014,NavCrn,Navicula cryptotenella,4.93
1800,OCF48,2014,NavPup,Navicula pupula,0
1801,OCF48,2014,NavPyg,Navicula pygmaea,0
1802,OCF48,2014,NavRad,Navicula radiosa,0
1803,OCF48,2014,NavSub,Navicula subtilissima,0.33
1804,OCF48,2014,NitAmp,Nitzschia amphibia,1.97
1805,OCF48,2014,NitPal,Nitzschia palea,5.26
1806,OCF48,2014,NitPer,Nitzschia perminuta,0
1807,OCF48,2014,RhoGib,Rhopalodia gibba,0
1808,OCF48,2014,TabFlo,Tabellaria flocculosa,0
1809,OCF48,2014,StaAnc,Stauroneis anceps,0
1810,OCF49,2014,AchMin,Achnanthes minutissima,73.16
1811,OCF49,2014,AchLan,Achnanthes lanceolata,0
1812,OCF49,2014,AchSp1,Achnanthes species 1,0.56
1813,OCF49,2014,AmpPed,Amphora pediculus,0
1814,OCF49,2014,AmpPel,Amphipleura pellucida,0
1815,OCF49,2014,BraMic,Brachysira microcephala,0.56
1816,OCF49,2014,CalBac,Caloneis bacillum,0
1817,OCF49,2014,CocPla,Cocconeis placentula,1.13
1818,OCF49,2014,CymCis,Cymbella cistula,0.85
1819,OCF49,2014,CymGra,Cymbella gracilis,0
1820,OCF49,2014,CymSil,Cymbella silesiaca,0
1821,OCF49,2014,CymMic,Cymbella microcephala,0.56
1822,OCF49,2014,DiaTen,Diatoma tenius,0
1823,OCF49,2014,EpiAdn,Epithemia adnata,0.56
1824,OCF49,2014,EunBil,Eunotia bilunaris,0
1825,OCF49,2014,EunInc,Eunotia incisa,0
1826,OCF49,2014,FraBre,Fragilaria brevistriata,0
1827,OCF49,2014,FraCap,Fragilaria capucina,0
1828,OCF49,2014,FraPin,Fragilaria pinnata,1.13
1829,OCF49,2014,FraTen,Fragilaria tenera,0
1830,OCF49,2014,GomAcu,Gomphonema acuminatum,0
1831,OCF49,2014,GomCap,Gomphonema capitatum,0
1832,OCF49,2014,GomGra,Gomphonema gracile,0
1833,OCF49,2014,GomPar,Gomphonema parvulum,5.93
1834,OCF49,2014,GomTru,Gomphonema truncatum,0
1835,OCF49,2014,GomSp1,Gomphonema species 1,13.56
1836,OCF49,2014,GyrAcu,Gyrosigma acuminatum,0
1837,OCF49,2014,NavCrc,Navicula cryptocephala,0
1838,OCF49,2014,NavCrn,Navicula cryptotenella,1.69
1839,OCF49,2014,NavPup,Navicula pupula,0
1840,OCF49,2014,NavPyg,Navicula pygmaea,0
1841,OCF49,2014,NavRad,Navicula radiosa,0
1842,OCF49,2014,NavSub,Navicula subtilissima,0.28
1843,OCF49,2014,NitAmp,Nitzschia amphibia,0
1844,OCF49,2014,NitPal,Nitzschia palea,0
1845,OCF49,2014,NitPer,Nitzschia perminuta,0
1846,OCF49,2014,RhoGib,Rhopalodia gibba,0
1847,OCF49,2014,TabFlo,Tabellaria flocculosa,0
1848,OCF49,2014,StaAnc,Stauroneis anceps,0
2058,OCF19,2016,AchMin,Achnanthes minutissima,56.97
2059,OCF19,2016,AchLan,Achnanthes lanceolata,0.3
2060,OCF19,2016,AchSp1,Achnanthes species 1,0
2061,OCF19,2016,AmpCop,Amphora copulata,0
2062,OCF19,2016,AmpLan,Amphora lange-bertalotii,0
2063,OCF19,2016,AmpPed,Amphora pediculus,0
2064,OCF19,2016,BraMic,Brachysira microcephala,0
2065,OCF19,2016,CocPla,Cocconeis placentula,0.3
2066,OCF19,2016,CymCis,Cymbella cistula,0
2067,OCF19,2016,CymGra,Cymbella gracilis,0
2068,OCF19,2016,CymLan,Cymbella lange-bertalotii,0
2069,OCF19,2016,CymSil,Cymbella silesiaca,0
2070,OCF19,2016,CymMin,Cymbella minutum,0
2071,OCF19,2016,CymMic,Cymbella microcephala,2.42
2072,OCF19,2016,DiaTen,Diatoma tenius,0
2073,OCF19,2016,EpiAdn,Epithemia adnata,1.52
2074,OCF19,2016,EunBil,Eunotia bilunaris,0
2075,OCF19,2016,EunInc,Eunotia incisa,0
2076,OCF19,2016,FraBre,Fragilaria brevistriata,0
2077,OCF19,2016,FraCap,Fragilaria capucina,6.67
2078,OCF19,2016,FraCav,Fragilaria capucina var. mesolepta,0
2079,OCF19,2016,FraExi,Fragilaria exigua,0
2080,OCF19,2016,FraPin,Fragilaria pinnata,0.61
2081,OCF19,2016,FraTen,Fragilaria tenera,0
2082,OCF19,2016,GomAcu,Gomphonema acuminatum,0.61
2083,OCF19,2016,GomCap,Gomphonema capitatum,0
2084,OCF19,2016,GomGra,Gomphonema gracile,0
2085,OCF19,2016,GomMic,Gomphonema micropus,0
2086,OCF19,2016,GomPar,Gomphonema parvulum,3.03
2087,OCF19,2016,GomTru,Gomphonema truncatum,0
2088,OCF19,2016,GomSp1,Gomphonema species 1,1.82
2089,OCF19,2016,NavAnt,Navicula antonii,0
2090,OCF19,2016,NavCrc,Navicula cryptocephala,2.42
2091,OCF19,2016,NavCrn,Navicula cryptotenella,3.33
2092,OCF19,2016,NavPup,Navicula pupula,0
2093,OCF19,2016,NavRad,Navicula radiosa,2.73
2094,OCF19,2016,NavSem,Navicula seminulum,0
2095,OCF19,2016,NavSub,Navicula subtilissima,2.42
2096,OCF19,2016,NavTri,Navicula trivialis,0.3
2097,OCF19,2016,NitAmp,Nitzschia amphibia,0
2098,OCF19,2016,NitPal,Nitzschia palea,9.09
2099,OCF19,2016,NitPer,Nitzschia perminuta,0.3
2100,OCF19,2016,PinSub,Pinnularia subgibba,0
2101,OCF19,2016,PlaRos,Planothidium rostratum,0
2102,OCF19,2016,RhoGib,Rhopalodia gibba,5.15
2103,OCF19,2016,TabFlo,Tabellaria flocculosa,0
2334,OCF38,2016,AchMin,Achnanthes minutissima,1.97
2335,OCF38,2016,AchLan,Achnanthes lanceolata,0
2336,OCF38,2016,AchSp1,Achnanthes species 1,0
2337,OCF38,2016,AmpCop,Amphora copulata,0.66
2338,OCF38,2016,AmpLan,Amphora lange-bertalotii,0.66
2339,OCF38,2016,AmpPed,Amphora pediculus,0.66
2340,OCF38,2016,BraMic,Brachysira microcephala,0
2341,OCF38,2016,CocPla,Cocconeis placentula,0
2342,OCF38,2016,CymCis,Cymbella cistula,1.64
2343,OCF38,2016,CymGra,Cymbella gracilis,0
2344,OCF38,2016,CymLan,Cymbella lange-bertalotii,0
2345,OCF38,2016,CymSil,Cymbella silesiaca,4.93
2346,OCF38,2016,CymMin,Cymbella minutum,1.32
2347,OCF38,2016,CymMic,Cymbella microcephala,0
2348,OCF38,2016,DiaTen,Diatoma tenius,1.64
2349,OCF38,2016,EpiAdn,Epithemia adnata,0.33
2350,OCF38,2016,EunBil,Eunotia bilunaris,0.66
2351,OCF38,2016,EunInc,Eunotia incisa,3.95
2352,OCF38,2016,FraBre,Fragilaria brevistriata,4.28
2353,OCF38,2016,FraCap,Fragilaria capucina,13.16
2354,OCF38,2016,FraCav,Fragilaria capucina var. mesolepta,0
2355,OCF38,2016,FraExi,Fragilaria exigua,10.53
2356,OCF38,2016,FraPin,Fragilaria pinnata,0
2357,OCF38,2016,FraTen,Fragilaria tenera,2.63
2358,OCF38,2016,GomAcu,Gomphonema acuminatum,0
2359,OCF38,2016,GomCap,Gomphonema capitatum,0
2360,OCF38,2016,GomGra,Gomphonema gracile,0
2361,OCF38,2016,GomMic,Gomphonema micropus,0
2362,OCF38,2016,GomPar,Gomphonema parvulum,18.42
2363,OCF38,2016,GomTru,Gomphonema truncatum,0
2364,OCF38,2016,GomSp1,Gomphonema species 1,14.47
2365,OCF38,2016,NavAnt,Navicula antonii,0
2366,OCF38,2016,NavCrc,Navicula cryptocephala,10.2
2367,OCF38,2016,NavCrn,Navicula cryptotenella,0
2368,OCF38,2016,NavPup,Navicula pupula,0.66
2369,OCF38,2016,NavRad,Navicula radiosa,0
2370,OCF38,2016,NavSem,Navicula seminulum,0.33
2371,OCF38,2016,NavSub,Navicula subtilissima,0
2372,OCF38,2016,NavTri,Navicula trivialis,0
2373,OCF38,2016,NitAmp,Nitzschia amphibia,0.66
2374,OCF38,2016,NitPal,Nitzschia palea,1.32
2375,OCF38,2016,NitPer,Nitzschia perminuta,0
2376,OCF38,2016,PinSub,Pinnularia subgibba,0
2377,OCF38,2016,PlaRos,Planothidium rostratum,0.33
2378,OCF38,2016,RhoGib,Rhopalodia gibba,0
2379,OCF38,2016,TabFlo,Tabellaria flocculosa,4.61
2380,OCF46,2016,AchMin,Achnanthes minutissima,5.56
2381,OCF46,2016,AchLan,Achnanthes lanceolata,0
2382,OCF46,2016,AchSp1,Achnanthes species 1,0.65
2383,OCF46,2016,AmpCop,Amphora copulata,0
2384,OCF46,2016,AmpLan,Amphora lange-bertalotii,0
2385,OCF46,2016,AmpPed,Amphora pediculus,0
2386,OCF46,2016,BraMic,Brachysira microcephala,0
2387,OCF46,2016,CocPla,Cocconeis placentula,69.61
2388,OCF46,2016,CymCis,Cymbella cistula,0
2389,OCF46,2016,CymGra,Cymbella gracilis,0
2390,OCF46,2016,CymLan,Cymbella lange-bertalotii,0
2391,OCF46,2016,CymSil,Cymbella silesiaca,1.31
2392,OCF46,2016,CymMin,Cymbella minutum,0
2393,OCF46,2016,CymMic,Cymbella microcephala,0
2394,OCF46,2016,DiaTen,Diatoma tenius,0
2395,OCF46,2016,EpiAdn,Epithemia adnata,0.98
2396,OCF46,2016,EunBil,Eunotia bilunaris,0
2397,OCF46,2016,EunInc,Eunotia incisa,0
2398,OCF46,2016,FraBre,Fragilaria brevistriata,0
2399,OCF46,2016,FraCap,Fragilaria capucina,1.31
2400,OCF46,2016,FraCav,Fragilaria capucina var. mesolepta,0
2401,OCF46,2016,FraExi,Fragilaria exigua,0
2402,OCF46,2016,FraPin,Fragilaria pinnata,0
2403,OCF46,2016,FraTen,Fragilaria tenera,0
2404,OCF46,2016,GomAcu,Gomphonema acuminatum,0
2405,OCF46,2016,GomCap,Gomphonema capitatum,0
2406,OCF46,2016,GomGra,Gomphonema gracile,0
2407,OCF46,2016,GomMic,Gomphonema micropus,0
2408,OCF46,2016,GomPar,Gomphonema parvulum,4.25
2409,OCF46,2016,GomTru,Gomphonema truncatum,0
2410,OCF46,2016,GomSp1,Gomphonema species 1,3.59
2411,OCF46,2016,NavAnt,Navicula antonii,0
2412,OCF46,2016,NavCrc,Navicula cryptocephala,0.98
2413,OCF46,2016,NavCrn,Navicula cryptotenella,1.96
2414,OCF46,2016,NavPup,Navicula pupula,0
2415,OCF46,2016,NavRad,Navicula radiosa,1.31
2416,OCF46,2016,NavSem,Navicula seminulum,0
2417,OCF46,2016,NavSub,Navicula subtilissima,0
2418,OCF46,2016,NavTri,Navicula trivialis,0
2419,OCF46,2016,NitAmp,Nitzschia amphibia,0
2420,OCF46,2016,NitPal,Nitzschia palea,8.5
2421,OCF46,2016,NitPer,Nitzschia perminuta,0
2422,OCF46,2016,PinSub,Pinnularia subgibba,0
2423,OCF46,2016,PlaRos,Planothidium rostratum,0
2424,OCF46,2016,RhoGib,Rhopalodia gibba,0
2425,OCF46,2016,TabFlo,Tabellaria flocculosa,0
2426,OCF48,2016,AchMin,Achnanthes minutissima,25.58
2427,OCF48,2016,AchLan,Achnanthes lanceolata,0
2428,OCF48,2016,AchSp1,Achnanthes species 1,0
2429,OCF48,2016,AmpCop,Amphora copulata,0
2430,OCF48,2016,AmpLan,Amphora lange-bertalotii,0
2431,OCF48,2016,AmpPed,Amphora pediculus,3.99
2432,OCF48,2016,BraMic,Brachysira microcephala,0
2433,OCF48,2016,CocPla,Cocconeis placentula,3.65
2434,OCF48,2016,CymCis,Cymbella cistula,0
2435,OCF48,2016,CymGra,Cymbella gracilis,0
2436,OCF48,2016,CymLan,Cymbella lange-bertalotii,0
2437,OCF48,2016,CymSil,Cymbella silesiaca,0
2438,OCF48,2016,CymMin,Cymbella minutum,0
2439,OCF48,2016,CymMic,Cymbella microcephala,3.32
2440,OCF48,2016,DiaTen,Diatoma tenius,0
2441,OCF48,2016,EpiAdn,Epithemia adnata,0
2442,OCF48,2016,EunBil,Eunotia bilunaris,0
2443,OCF48,2016,EunInc,Eunotia incisa,0
2444,OCF48,2016,FraBre,Fragilaria brevistriata,0
2445,OCF48,2016,FraCap,Fragilaria capucina,4.32
2446,OCF48,2016,FraCav,Fragilaria capucina var. mesolepta,0
2447,OCF48,2016,FraExi,Fragilaria exigua,0
2448,OCF48,2016,FraPin,Fragilaria pinnata,44.19
2449,OCF48,2016,FraTen,Fragilaria tenera,0
2450,OCF48,2016,GomAcu,Gomphonema acuminatum,0
2451,OCF48,2016,GomCap,Gomphonema capitatum,0
2452,OCF48,2016,GomGra,Gomphonema gracile,0
2453,OCF48,2016,GomMic,Gomphonema micropus,0
2454,OCF48,2016,GomPar,Gomphonema parvulum,0
2455,OCF48,2016,GomTru,Gomphonema truncatum,0
2456,OCF48,2016,GomSp1,Gomphonema species 1,2.99
2457,OCF48,2016,NavAnt,Navicula antonii,0
2458,OCF48,2016,NavCrc,Navicula cryptocephala,1
2459,OCF48,2016,NavCrn,Navicula cryptotenella,1.33
2460,OCF48,2016,NavPup,Navicula pupula,1
2461,OCF48,2016,NavRad,Navicula radiosa,1.66
2462,OCF48,2016,NavSem,Navicula seminulum,1.99
2463,OCF48,2016,NavSub,Navicula subtilissima,0
2464,OCF48,2016,NavTri,Navicula trivialis,1.33
2465,OCF48,2016,NitAmp,Nitzschia amphibia,1
2466,OCF48,2016,NitPal,Nitzschia palea,2.66
2467,OCF48,2016,NitPer,Nitzschia perminuta,0
2468,OCF48,2016,PinSub,Pinnularia subgibba,0
2469,OCF48,2016,PlaRos,Planothidium rostratum,0
2470,OCF48,2016,RhoGib,Rhopalodia gibba,0
2471,OCF48,2016,TabFlo,Tabellaria flocculosa,0
2472,OCF49,2016,AchMin,Achnanthes minutissima,80.85
2473,OCF49,2016,AchLan,Achnanthes lanceolata,0
2474,OCF49,2016,AchSp1,Achnanthes species 1,0
2475,OCF49,2016,AmpCop,Amphora copulata,0
2476,OCF49,2016,AmpLan,Amphora lange-bertalotii,0
2477,OCF49,2016,AmpPed,Amphora pediculus,0
2478,OCF49,2016,BraMic,Brachysira microcephala,1.69
2479,OCF49,2016,CocPla,Cocconeis placentula,0
2480,OCF49,2016,CymCis,Cymbella cistula,0
2481,OCF49,2016,CymGra,Cymbella gracilis,0
2482,OCF49,2016,CymLan,Cymbella lange-bertalotii,0
2483,OCF49,2016,CymSil,Cymbella silesiaca,0
2484,OCF49,2016,CymMin,Cymbella minutum,0
2485,OCF49,2016,CymMic,Cymbella microcephala,0.56
2486,OCF49,2016,DiaTen,Diatoma tenius,0.28
2487,OCF49,2016,EpiAdn,Epithemia adnata,0
2488,OCF49,2016,EunBil,Eunotia bilunaris,0
2489,OCF49,2016,EunInc,Eunotia incisa,0
2490,OCF49,2016,FraBre,Fragilaria brevistriata,0
2491,OCF49,2016,FraCap,Fragilaria capucina,0
2492,OCF49,2016,FraCav,Fragilaria capucina var. mesolepta,0
2493,OCF49,2016,FraExi,Fragilaria exigua,0
2494,OCF49,2016,FraPin,Fragilaria pinnata,0.85
2495,OCF49,2016,FraTen,Fragilaria tenera,0.28
2496,OCF49,2016,GomAcu,Gomphonema acuminatum,0
2497,OCF49,2016,GomCap,Gomphonema capitatum,0
2498,OCF49,2016,GomGra,Gomphonema gracile,0
2499,OCF49,2016,GomMic,Gomphonema micropus,0
2500,OCF49,2016,GomPar,Gomphonema parvulum,7.61
2501,OCF49,2016,GomTru,Gomphonema truncatum,0
2502,OCF49,2016,GomSp1,Gomphonema species 1,6.2
2503,OCF49,2016,NavAnt,Navicula antonii,0
2504,OCF49,2016,NavCrc,Navicula cryptocephala,0
2505,OCF49,2016,NavCrn,Navicula cryptotenella,1.69
2506,OCF49,2016,NavPup,Navicula pupula,0
2507,OCF49,2016,NavRad,Navicula radiosa,0
2508,OCF49,2016,NavSem,Navicula seminulum,0
2509,OCF49,2016,NavSub,Navicula subtilissima,0
2510,OCF49,2016,NavTri,Navicula trivialis,0
2511,OCF49,2016,NitAmp,Nitzschia amphibia,0
2512,OCF49,2016,NitPal,Nitzschia palea,0
2513,OCF49,2016,NitPer,Nitzschia perminuta,0
2514,OCF49,2016,PinSub,Pinnularia subgibba,0
2515,OCF49,2016,PlaRos,Planothidium rostratum,0
2516,OCF49,2016,RhoGib,Rhopalodia gibba,0
2517,OCF49,2016,TabFlo,Tabellaria flocculosa,0
